log_file,stage,training_mode,backbone,quantizer_mode,quantizer_mode_detail,quantizer_mode_source,quant_bits,quant_bits_detail,quant_bits_source,teacher_backend,teacher_proxy_ckpt,teacher_score_topk_ratio,run_id,started_at,epochs,batch_size,lr,roi_levels,bg_levels,max_train_frames,loss_recipe,loss_recipe_detail,loss_recipe_source,rate_loss_mode,rate_loss_mode_source,importance_loss_mode,importance_loss_mode_source,importance_pos_weight_mode,importance_pos_weight,importance_pos_weight_max,distill_logit_loss,distill_temperature,distill_feature_weight,distill_logit_weight,distill_align_mode,distill_align_hw,distill_feature_source,distill_teacher_score_min,distill_teacher_score_weight,importance_head_type,importance_head_type_source,importance_hidden_channels,imp_separation_margin,roi_target_mode,roi_target_mode_source,lambda_recon,lambda_rate,lambda_distill,lambda_distill_detail,lambda_importance,lambda_imp_separation,first_loss,final_loss,best_loss,rel_improve_pct,final_rate_proxy,final_eq_bits,final_code_entropy,final_imp_mean,save_dir
260301_darknet_uniform_q6_j22766_r1.out,0,uniform quantization baseline,darknet,uniform,ROI-unaware uniform quantization. A fixed bit-depth quantizer is applied to latent values.,logged,6,Uniform quantizer bit-depth (6 bits). Higher bits increase reconstruction fidelity and usually increase bitrate.,logged,none,none,0.01,j22766_r1,2026-03-01 18:32:26 PST,80,4,1e-4,n/a,n/a,0,legacy,Original objective: raw mean(level_map) rate proxy + BCE importance.,logged,auto_by_recipe,logged,auto_by_recipe,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,basic,logged,32,0.05,n/a,logged,1.0,0.0,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,0.0,0.0,23.812,23.812,23.812,0.0,63.0,6.0,3.7198,nan,data/results/experiments/260301_darknet_uniform_q6_lr1e-4_bs4_j22766_r1
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_j22777_r9.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r9,2026-03-01 18:32:29 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_bs4_j22777_r9
260301_darknet_ld0.1_j22763_r2.out,2,distillation (teacher enabled),darknet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22763_r2,2026-03-01 18:32:30 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,24.2775,24.2775,24.2775,0.0,95.6468,6.3804,3.4767,0.3319,data/results/experiments/260301_darknet_distill_lr1e-4_bs4_j22763_r2
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_j22777_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r2,2026-03-01 18:32:32 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_bs4_j22777_r2
260301_resnet_ld0.1_j22764_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22764_r2,2026-03-01 18:32:32 PST,80,4,1e-4,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_lr1e-4_bs4_j22764_r2
260301_resnet_lr5e-5_j22762_r3.out,1,baseline (teacher disabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,none,none,0.01,j22762_r3,2026-03-01 18:32:32 PST,80,4,5e-5,256,16,0,balanced_v1,Normalized rate loss + weighted BCE importance.,logged,normalized_global,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,resize,"0,0",channel_mean,0.0,False,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.0,Distillation loss disabled (teacher matching does not contribute to total loss).,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_solo_lr5e-5_bs4_j22762_r3
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_j22777_r10.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r10,2026-03-01 18:32:39 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_bs4_j22777_r10
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_j22777_r11.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22777_r11,2026-03-01 18:32:52 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,64,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_bs4_j22777_r11
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_j22779_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r0,2026-03-01 18:33:01 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_bs4_j22779_r0
260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_j22779_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r1,2026-03-01 18:33:01 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_bs4_j22779_r1
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_j22779_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r2,2026-03-01 18:33:07 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_bs4_j22779_r2
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_j22779_r3.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r3,2026-03-01 18:33:21 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_bs4_j22779_r3
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_j22779_r6.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r6,2026-03-01 18:33:25 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_bs4_j22779_r6
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_j22779_r7.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r7,2026-03-01 18:33:37 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr1em4_bs4_j22779_r7
260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_j22779_r4.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r4,2026-03-01 18:33:45 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr5em5_bs4_j22779_r4
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_j22779_r5.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r5,2026-03-01 18:33:46 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_bs4_j22779_r5
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_j22779_r8.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r8,2026-03-01 18:33:52 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr1em4_bs4_j22779_r8
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_j22779_r9.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r9,2026-03-01 18:34:08 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr5em5_bs4_j22779_r9
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_j22781_r0.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r0,2026-03-01 18:34:23 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr1em4_bs4_j22781_r0
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_j22779_r10.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r10,2026-03-01 18:34:36 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p1_lr5em5_bs4_j22779_r10
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_j22779_r11.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22779_r11,2026-03-01 18:34:36 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,96,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p2_lr5em5_bs4_j22779_r11
260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_j22781_r1.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r1,2026-03-01 18:34:39 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.1,Distillation loss active with weight=0.100. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p1_lr1em4_bs4_j22781_r1
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_j22781_r2.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r2,2026-03-01 18:34:54 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr1em4_bs4_j22781_r2
260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_j22781_r5.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r5,2026-03-01 18:35:10 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.2,Distillation loss active with weight=0.200. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p2_lr5em5_bs4_j22781_r5
260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_j22781_r6.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r6,2026-03-01 18:35:25 PST,80,4,0.0001,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.15,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_scoregate015_ld0p05_lr1em4_bs4_j22781_r6
260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_j22781_r3.out,2,distillation (teacher enabled),resnet,adaptive,Importance-aware adaptive quantization. Quantization levels vary by spatial importance map (bg_levels -> roi_levels interpolation).,logged,8,"Logged as 8 for compatibility. Adaptive quantization is primarily controlled by roi_levels/bg_levels, not by quant_bits directly.",logged,pointpillars_zhulf,data/checkpoints/pointpillars_epoch_160.pth,0.01,j22781_r3,2026-03-01 18:35:26 PST,80,4,5e-05,256,16,0,balanced_v2,Background-focused normalized rate + weighted BCE + ROI/BG separation margin.,logged,normalized_bg,logged,weighted_bce,logged,auto,1.0,50.0,auto,1.0,1.0,1.0,adaptive_pool,"16,32",energy_map,0.0,1,pp_lite,logged,128,0.05,maxpool,logged,1.0,0.02,0.05,Distillation loss active with weight=0.050. Higher value increases emphasis on teacher feature/logit matching.,1.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,data/results/experiments/260301_resnet_distill_fix2_energy_pool_16x32_ld0p05_lr5em5_bs4_j22781_r3
